"","text","schooltype","T3F_54","id"
"370","Op basis van een bevolkingsonderzoek wijsd uit dat ongeveer van de Nederlandse bevolking last heeft van neusallergie maar daarbij word geen onderscheid gemaakt tussen hooikoorts en andere vormen Ook brengt niet iedereen een bezoek aan de huisarts Niemand houd verder ook de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar Ook zijn de medicijnen zonder recept verkrijgbaar","mbo",5,370
"371","een op de mensen heeft hooikoorts en dat aantal stijgt drastisch het is zelfs verdubbeld in de laatste jaar deze bewering is ongefundeerd dat zijn uitspraken van eigen onderzoeken mag niet worden gedeeld gezondheidsnetnl stelt dat van de NL last heeft van hooikoorts dat hebben ze uit een BRon die niet langer bestaat en een woordvoerder van die bron zegt dat getal niet te kennen Een andere woordvoerder zecht uit de bron van KNMI het aantal hooikoortspatienten in was en in maar KNMI zegt geen hooikoortscijfers te hebben Hooikoorts is een seizoensgebonden alergische rhinitis een alergische reactie op grassen pollen en stuifmeel die typisch voorkomt in de lente en vroege zomer maar er zijn ook allergische symptomen van andere allergieen die sterk lijken op dit van Hooikoorts maar waar ze het hele jaar last van kunnen hebben","mbo",7,371
"372","Volgens de zakdoekjes producent Kleenex heeft op de mensen last van hooikoorts Men spreekt van een verdubbelng in de laatste jaar De redactie van nextcheckbeordeeld de bewering al ongefundeerd Dit komt omdat ze het bazeren op eigen onderzoek Kleenex heeft als bron EAACI Deze bestaat niet langer Ook het KNMI is van de bronnen Alleen laat he KNMI op hun beurt weten geen cijfers te hebben betreft hooikoorts Het is bijna niet te zeggen hoeveeel mensen in Nederland Hooikoorts hebben omdat niemand cijfers bijhoud en het seizoensgebonden voorkomt Ook zijn de bronnen van Kleenex niet controleerbaar Wel kan er worden gekeken of het aantal toe neemt Dit door te kijken of het aantal klachten bij de huisarts toenam Dit bleek wel zo te zijn","mbo",10,372
"373","Het is onzin dat op de mensen hooikoorts heeft en dat het aantal drastisch stijgt Er wordt in hun verhaal verwezen naar allergiesitenl die niet meer bestaat en het KNMI die geen hooikoorts cijfers heeft Verder is het moeilijk om een schatting te maken aangezien niemand de aantallen bijhoudt het is gewoon onmogelijk om de prevalentie van hooikoorts in Nederland te bepalen Bij onderzoeken naar ademhalingsallergie werdt er niet apart gekeken naar hooikoorts Ook een verdubbeling in de laatste jaar is onwaarschijnlijk vanwege geregistreerde gevallen die juist afnamen en er geen recentere data is dan over ","mbo",10,373
"374","Het onderzoek van worcester university was engel voor intern geBruik Andere instanties kunnen Geen zekerHeid van Hun cijfers Geven veRDeR is De contRole op Het AAntal Hooikoorts patienten niet nA te GAAn En DAAR komen De vele vARiAnten Die op HooikooRts lijken eR noG Bij De conclusie is Dat Het onmoGelijk is om vAst te stellen HOeveel Hooikoorts pAtienten NeDeRlanD telt en Hoe Dit GRoeit","mbo",6,374
"375","Het aantal hooikoorts patienten stijgt enorm een derde van de nederlandse bevolking heeft last van een neus allergie Dit is een schatting en bied nog geen uitsluitsel Het is al met al niet mogelijk kom de prevalentie van hooikoorts in Nederland te bepalen Wel kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt","mbo",3,375
"376","Hooikoorts komt vaak voor onder de nederlands Dit blijkt uit onderzoek ook blijkt dat er seeds meer mensen hooikoorts hebben","mbo",0,376
"377","Hooikoorts bereikt hoogtepunt stond gisteren op de voorpagina van de nederlanders heeft last van hooikoorts Dit is een groot groeiend probleem Wanneer is er sprake van hooikoorts De reactie moet worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar voorkomen Er kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt","mbo",2,377
"378","Kleenex heeft een eigen onderzoek gestart wat voor intern gebruik was bedoeld Met behulp van bronnen zij er cijfers uitgekomen waaruit de conclussie getrokken is op de Nederlanders heeft last van hooikoorts en het aantal groeit drastisch van de nederlandse bevolking heeft last van een neusallergie waarbij geen onderscheid gemaakt wordt tussen hooikoorts en andere vormen Omdat lang niet iedereen de huisarts bezoekt bij klachten is het niet mogelijk om met zekerheid het aantal hooikoortspatienten te bepalen De bronnen waar kleenex zichop basserd zijn niet controleerbaar wel kan er gekeken worden naar het aantal diagnoses die vastgesteld zijn Daaruit blijkt dat het inderdaad toeneemt zelfs een verdubbeling in de laatste jaar","mbo",8,378
"379","nextcheckt heeft een oordeel gevelgt over het onderzoek van kleenex Deze geeft aan dat de percentage van het aantal mensen met hooikoorts is verhoogt binnen jaar Ze geven aan dat dit in de perioden is wanneer er pollen vrijkomen maar dat er een verschil is tussen hooikoorts of ademhalingsproblemen maar kleenex kon niet met de juiste cijfers komen","mbo",0,379
"380","Hooikoorts bereikt hoogtepunt Het betrof een advertentie van zakdoekjesproducent Kleenex Er zouden op de mensen zijn die last van hooikoorts hebben Woordvoeder van Kleenex basseerd dit op eigen onderzoek maar dat is voor intern gebruik en wordt niet gedeeld Het gaat om een Europeesonderzoek waar de stijging van hooikoortspatienten met procent verhoogd zou zijn in het artikel van gezondheidsnetnl wordt gezegd dat van de Nederlanders last heeft van hooikoorts De bewering van kleenex is tweedelig een op de Nederlanders heeft hooikoorts en het aantal groeit drastisch Het blijkt lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts niemand houdt de aantallen bij en hooikoorts in seizoensgebonden en varieert per jaar Klachten die het hele jaar voorkomen zijn hebben ander oorzaken allerei bedrijven hebben onderzoek gedaan maar de conclusie is dat niets met zekerheid te zeggen iser zijn geen beschikbare cijfers bekend Dit is ongefundeerd","mbo",9,380
"381","Dit artikel is ongefundeerd vanwege het gebrek aan betrouwbaar en feitelijk bewijsmateriaal Het artikel bevat informatie van bronnen die niet meer bestaan of niet te krijgen zijn en het artikel bassert zijn feiten op mogelijke feiten Het enige deit dat vaststaat wordt vermeld in alinea Sinds zijn er meer gevallen van hooikoorts Kortom het artikel is gebasseerd op onjuiste feiten en onbetrouwbare bronnen en daarom ongefundeerd","mbo",4,381
"382","Volgens Kleenex heeft op de mensen last van hooikoorts Na onderzoek van nextcheckt klopt dit niet Kleenex heeft zelf onderzoek gedaan met de University of worcester Hieruit blijkt dat het hooikoorts aantal patienten met tot procent stijgt Hier voor hebben ze gebruik gemaakt van meer bronnen Deze bronnen zijn onderzocht en kloppen niet Het is bijna niet bij te houden welk percentage hooikoorts heeft Hooikoorts is erg seizoensgebonden en er is genoeg wat erop lijkt Er zijn meerdere mensen geweest die hier onderzoek naar deden en verschillende resultaten kregen Er kan wel gekeken worden of het aantal diagnoses en geregistreerde gevallen toe neemt Het onderzoek van Kleenex is niet inzichtelijk gemaakt Op grond van deze gegevens beoordeeld nextcheckt de uitspraak als ongefundeerd ","mbo",7,382
"383","Er zijn aantal redenen waarom de bewering van Kleenex ongefundeerd genoemd kan worden De eerste reden is dat deze bewering is gebaseerd op eigen onderzoek In dat eigen onderzoek hebben ze gebruik gemaakt van onbetrouwbare bronnen Bijvoorbeeld Allergiesitenl deze bestaat niet eens meer een ander benoemde bron EAACI beweerd de informatie die Kleenex gebruikt niet eens te hebben vrij gegeven Verder is er nog onderzoek gedaan door het CMR een andere bewering van Kleenex is namelijk dat het aantal hooikoorts gevallen is verdubbeld Ook deze bewering is echter onjuist De conclusie die je kunt trekken is dat Kleenex onbetroubare bronnen heeft gebruikt en daardoor de consument verkeerd informeert","mbo",4,383
"384","Er is niet bewezen hoeveel mensen er precies hooikoorts hebben Dit kan Kleenex niet weten doordat er verschillende ademhalingsallergieen zijn geconstateerd en er is niet alleen onderzocht wie van heb hooikoorts zou hebben Ook niet iedereen gaat naar de huisarts voor hooikoorts aangezien je de medicijnen ook zonder recept kunt verkrijgen De bronnen waar Kleenex zich op basseert zijn niet te controleren omdat er nergens precieze cijfers zijn De stijging kan wel worden bekeken in gingen op mannen en vrouwen naar de huisarts in waren dit er al en of de groei zich heeft verdubbelt heeft is onwaarschijnlijk en dus is de uitspraak ongefundeerd","mbo",5,384
"385","De bewering van Kleenex is tweedelig En ook te verschillig Een eerste is een op de vijf Nederlanders heeft last van hooikoorts per jaar zoals gebleken en heeft Kleenex ook viertal andere bronnen geraardpleegd Een artikel uit van gezondheidsnetnl en een persbericht van Biohorma fabrikant van homeopatische geneesmiddelen De medische term voor hooikoorts is seizoensgebonden Het materiaal ","mbo",2,385
"386","De uitspraken van kleenex zijn gebaseerd op eigen onderzoek voor intern gebruik Ze hebben meerdere bronnen geraadpleegd maar hooikoorts en hyperactieve rhinitis is een steeds groeiend probleem Er wordt bij constatering bij nooit een verschil gemaakt Daarnaast zijn de medicijnen tegen de allergien zonder doktersrecept te halen De bronnen waar kleenex zijn uitspraken op baseerd zijn niet controleerbaar","mbo",5,386
"387","De uitspraken zijn gebaseerd uit eigen onderzoek De EAACI een bedrijf dat tevens niet meer bestaat zegt de cijfers niet te kennen Het is lastig een schatting te maken van de hooikoorts patienten omdat niemand de getallen bijHoud Ook zijn dokters bezoeken vaak niet nodig en kan je het medicijn zonder recept halen ook zijn de klachten van Hooikoorts het zelfde als andere ziektes zoals thinitis of ademhalingsalllergie","mbo",7,387
"388","Het onderzoek wat gepleegd is is gebasseerd op eigen onderzoek In het artikel van gezondheidsnetnl wordt gezegt dat het een groot groeiend probleem is Er worden twee bronnen gebruikt waarvan een daarvan niet langer bestaat en bij de ander worden de cijfers niets herkend Bij het bedrijf Bioharma spreken ze van een stijging van binnen jaar ook zijn hier geen cijfers van bekend Verder is het bijzonder lastig om een schatting te maken van het aantal hooikoorts patienten er worden geen aantallen bij gehouden en er wordt geen onderscheidt gemaakt tussen hooikoorts en daarop lijkende klachten Deze kunnen namelijk het hele jaar voorkomen zo kunnen we nog wel even doorgaan met onderzoeken waar geen duidelijke uitslag uit komt De bronnen waar Kleenex zich op basseerd zijn oncontroleerbaar Voor nederland zijn er geen accute cijfers beschikbaar over het aantal hooikoorts patienten Het onderzoek van kleenex is niet inzichtelijk gemaakt","mbo",8,388
"389","nextchecktheeft de advertentie van kleenex als ongefundeerd bestempeld Hiervoor heeft nextcheckt de volgende argumenten het onderzoek van kleenex is uitsluitend voor intern gebruik en kan niet worden gedeeld ook word er door kleenex een bron allergiesite gevormd die niet langer bestaat De schrijver noemt in zijn tekst ook het knmi als bron Maar deze zegt zelfde hooikoortscijfers niet te hebben Ook de schatting van een of de vijf nederlanders is moeilijk te maken omdat niemand de aantallen bijhoud omdat deze varieren per jaar en seizoensgebonden zijn Ook is het niet duidelijk wanneer er precies sprake is van hooikoorts Hooikoorts word vaak verwisseld met hyperactieve rhinites Ook de gegevens van huisartsen zijn niet reeel omdat lang niet iedereen met hooikoortsklachten en de huisarts bezoekt Een verdubbeling lijkt erg onwaarschijnlijk omdat de meldingen bij huisartsen afneemt","mbo",9,389
"390","De bewering een op de mensen heeft hooikoorts en dat aantal groeit dramatisch word tegen gesproken door de bronnen van het zakdoekjesmerk Kleenesx niet bevestigd er is zelfs een bron die hier helemaal geen cijfers over heeft de cijfers over deze klacht houd niemand bij en varieren per jaar hooikoorts klachten worden vaak aan gezien voor hyperreactieve rhinitis de schatting hiervan bied dus geen uitsluitsel procent van de nederlandse bevolking heeft een ademhalingsallergie het is niet duidelijk welk aandeel daarvan komt door hooikoorts dus of de uitspraak op de klopt kan niemand echt zeggen","mbo",7,390
"391","Ze hebben de meeste informatie uit hun duim gezogen aangezien de meeste bronnen geen cijfers hebben of ze hebben de cijfers groter gemaakt dan dat Ze werkelijk zijn Ook kun je geen precieze schatting maken aangezien mensen met hooikoorts niet naar de dokter gaan en geen recept nodig hebben voor de medicijnen Ook zijn de bronnen niet controleerbaar Ook neemt het geregistreerde aantal mensen bij huisartsen juist af inplaats van toe","mbo",4,391
"392","Uit Europees onderzoek blijkt dat het aantal hooikoortspatienten gestegen is met tot per jaar Het blijkt lastig om een schatting te maken van het aantal mensen met hooikoorts de klachten zijn seizoensgebonden en varieren per jaar De reactie van hooikoorst moet worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar door voorkomen de schatting van mensen die er last van hebben biedt geen uitsluitsen het percentage is ook niet vergelijkbaar met percentages van andere landen Het CMR houd gediagnosticeerde gevallen van hooikoorst bij maar ook dit biedt geen uitsluitsen omdat niet alle gevallen bij de dokter zijn geweest Het is al met al niet mogelijk om de precalentie van hooikoorst in Nederland te bepalen dus in hoeverre de uitspraak op klopt is niet met zekerheid te zeggen","mbo",8,392
"393","De beweging van kleenex is ongefundeerd dit blijkt uit een aantal onwaarheden namelijk Er worden bronnen genoemd als allergiesitenl deze bestaat niet langer Een woordvoerder van het EAACI ontkent ook een door kleenex gestelde van Nederlande hooikoortspatienten Kleenex heeft volgens zeggen ook cijfers uit bronnen als het KNMI gebruikt echter ontkent deze organisatie hooikoortscijfers te hebben De beweringen van kleenex zijn tweeledig Ze zeggen dat op de Nederlanders last heeft van hooikoorts maar ook dat dat aantal drastisch groeit werkelijk blijkt het erg lastig te zijn een schatting te maken van het aantal hooikoortspatienten omdat niemand de aantallen bijhoudt Daarnaast bezoekt lang niet iedereen met hooikoorts de huisarts het is niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen Vanaf neemt het aantal bij huisarts geregistreerde gevallen zelfs af Conclusie De bronnen waar kleenex zich op zegt te Baseren zijn niet controleerbaar","mbo",9,393
